Track name,Artist name,Album,Playlist name,Type,ISRC,Amazon - id
"Bheeshma","Mahati Swara Sagar","Bheeshma","Library Albums","Album","","B0836W5FKQ"
"Majili","Gopi Sundar","Majili","Library Albums","Album","","B07PDX7T6D"
"Bommarillu","Devi Sri Prasad","Bommarillu","Library Albums","Album","","B07531BG9F"
"Aravindha Sametha","Thaman S","Aravindha Sametha","Library Albums","Album","","B07HFXCTRP"
"Geetha Govindam","Gopi Sundar","Geetha Govindam","Library Albums","Album","","B07KMGNWMF"
"Tholi Prema","Thaman S","Tholi Prema","Library Albums","Album","","B07KMGV8TY"
"Chitralahari (Original Motion Picture Soundtrack)","Devi Sri Prasad","Chitralahari (Original Motion Picture Soundtrack)","Library Albums","Album","","B07QGW1TZF"
"Hushaaru","Radhan","Hushaaru","Library Albums","Album","","B07KMHM2ZL"
"Gentleman","Mani Sharmaa","Gentleman","Library Albums","Album","","B0752R2DV9"
"Naa Peru Surya Naa Illu India","Vishal-Shekhar","Naa Peru Surya Naa Illu India","Library Albums","Album","","B07KMFXHTK"
"Jalsa","Devi Sri Prasad","Jalsa","Library Albums","Album","","B075687WR2"
"Agnyaathavaasi","Anirudh Ravichander","Agnyaathavaasi","Library Albums","Album","","B07KM5N6YB"
"Annamayya","M.M.Keeravani","Annamayya","Library Albums","Album","","B075GDGVGM"
"Son Of Satyamurthy","Devi Sri Prasad","Son Of Satyamurthy","Library Albums","Album","","B07568KTR2"
"Sakhi","A. R. Rahman","Sakhi","Library Albums","Album","","B075311Z1M"
"Aarya - 2 (Original Motion Picture Soundtrack)","Devi Sri Prasad","Aarya - 2 (Original Motion Picture Soundtrack)","Library Albums","Album","","B003FEV9FS"
"Ismart Shankar","Mani Sharma","Ismart Shankar","Library Albums","Album","","B07SXR55K7"
"Jersey","Anirudh Ravichander","Jersey","Library Albums","Album","","B07NRJQF5G"
"Jaanu","Govind Vasantha","Jaanu","Library Albums","Album","","B0842PVLJF"
"Surya S/o Krishnan (Original Motion Picture Soundtrack)","Harris Jayaraj","Surya S/o Krishnan (Original Motion Picture Soundtrack)","Library Albums","Album","","B008MZXETY"
"Awaara (Original Motion Picture Soundtrack)","Yuvan Shankar Raja","Awaara (Original Motion Picture Soundtrack)","Library Albums","Album","","B00QUCS3B0"
"Love Story","Pawan Ch","Love Story","Library Albums","Album","","B084VNJXS4"
"I - Manoharudu (Original Motion Picture Soundtrack)","A. R. Rahman","I - Manoharudu (Original Motion Picture Soundtrack)","Library Albums","Album","","B00RU5R30I"
"Aarya","Devi Sri Prasad","Aarya","Library Albums","Album","","B075697D5D"
"Uppena","Devi Sri Prasad","Uppena","Library Albums","Album","","B085CF61KD"
"Arjun Reddy","Radhan","Arjun Reddy","Library Albums","Album","","B07KM8YBRN"
"Taxiwaala","Jakes Bejoy","Taxiwaala","Library Albums","Album","","B07KMG1RX8"
"Badrenath","M.M.Keeravani","Badrenath","Library Albums","Album","","B07568VCWC"
"Kaadhal En Kaviye (From ""Salmon 3D"")","Sid Sriram","Kaadhal En Kaviye (From ""Salmon 3D"")","Library Albums","Album","","B09Z2YPW7P"
"Bachelor (Original Motion Picture Soundtrack)","A H Kaashif","Bachelor (Original Motion Picture Soundtrack)","Library Albums","Album","","B09MMC1RLW"
"Kesariya (From ""Brahmastra"")","Pritam","Kesariya (From ""Brahmastra"")","Library Albums","Album","","B0B6SG9L2B"
"Radhe Shyam","Justin Prabhakaran","Radhe Shyam","Library Albums","Album","","B09VCQYF6T"
"Thangamagan (Original Motion Picture Soundtrack)","Anirudh Ravichander","Thangamagan (Original Motion Picture Soundtrack)","Library Albums","Album","","B073JDZTKX"
"Premam","Rajesh Murugesan","Premam","Library Albums","Album","","B075332D1C"
"Most Eligible Bachelor","Gopi Sundar","Most Eligible Bachelor","Library Albums","Album","","B085C5XSGH"
"The Warriorr","Devi Sri Prasad","The Warriorr","Library Albums","Album","","B09YMGFXFM"
"Anand","K.M.Radhakrishnan","Anand","Library Albums","Album","","B07568SHL7"
"Nee Jathaga Nenundaali","Mithoon","Nee Jathaga Nenundaali","Library Albums","Album","","B07532DNHT"
"Swamy Ra Ra","Sunny","Swamy Ra Ra","Library Albums","Album","","B07533P81H"
"Deva Deva (From ""Brahmastra (Telugu)"")","Pritam","Deva Deva (From ""Brahmastra (Telugu)"")","Library Albums","Album","","B0B96Z4MQF"
"Manam","Anup Rubens","Manam","Library Albums","Album","","B07533YM35"

"Neeli Neeli","Karthik","Alludu Seenu","An","Playlist","INA091414599","B07531H92C"
"Maacho","Shweta Mohan","Mersal (Original Motion Picture Soundtrack)","An","Playlist","INS171702332","B074ZP7B73"
"Samjhawan","Toshi Sabri","Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack)","An","Playlist","INS171401263","B00NQ3H042"
"Pilla Puli","G.V.Prakash Kumar","Aakaasam Nee Haddhu Ra (Original Motion Picture Soundtrack)","An","Playlist","INS172000380","B08N63JD34"
"Nuvvunte Naa Jathagaa","Sid Sriram","I - Manoharudu (Original Motion Picture Soundtrack)","An","Playlist","INS171402373","B00RU5R86C"
"Baby Won't You Tell Me","Shweta Mohan","Saaho","An","Playlist","INS181904543","B07X2YJ1PZ"
"Nijame Ne Chebutunna","Sid Sriram","Ooru Peru Bhairavakona","An","Playlist","INA092318529","B0C14MXNVP"
"PUSH 2 START","Tyla","TYLA +","My Likes","Playlist","USSM12407085","B0DJJCN6KJ"
"No One Else","Chris Brown","11:11 [Clean]","My Likes","Playlist","USRC12302905","B0CMYX4F7C"
"Gadhithalupula","Karthik","Mirapakay","My Likes","Playlist","INA091012691","B07568444M"
"wRoNg [Explicit]","ZAYN","Mind Of Mine (Deluxe Edition) [Explicit]","My Likes","Playlist","USRC11600392","B01C5752JO"
"One Right Now [Explicit]","Post Malone","One Right Now [Explicit]","My Likes","Playlist","USUM72120404","B09KYBD5V5"
"After Hours","The Weeknd","After Hours [Explicit]","My Likes","Playlist","USUG12000586","B084VW9HYJ"
"Die For You (Remix)","The Weeknd","Starboy (Deluxe) [Clean]","My Likes","Playlist","USUG12301287","B0BYCB5VKN"
"SNAP","Rosa Linn","SNAP PACK","My Likes","Playlist","USSM12207342","B0DC46RJN3"
"Bye Bye Bye","*NSYNC","No Strings Attached","My Likes","Playlist","USJI10000001","B002TTPR30"
"Castle on the Hill","Ed Sheeran","÷ (Deluxe)","My Likes","Playlist","GBAHS1600462","B01NBTSUSX"
"Good For You x One Of The Girls","dreamsoda","Good For You x One Of The Girls","My Likes","Playlist","CA5KR2497652","B0GKG147F4"
"Good Days [Explicit]","SZA","SOS [Explicit]","My Likes","Playlist","USRC12004189","B0BNY1RMH7"
"TIME","Citizen ","TIME","My Likes","Playlist","QZK6F2691452","B0GP95JBMB"
"greedy [Explicit]","Tate McRae","THINK LATER [Explicit]","My Likes","Playlist","USRC12301932","B0CN3SF8R1"
"Blue [Explicit]","Rey Mars Camahalan","Blue [Explicit]","My Likes","Playlist","QZDA72548671","B0DVKSVDFR"
"12 to 12","sombr","I Barely Know Her","My Likes","Playlist","USWB12502453","B0FLS3RJLL"
"A Little More [Explicit]","Ed Sheeran","Play (Deluxe) [Explicit]","My Likes","Playlist","GBAHS2500247","B0FZWC9B5H"
"Open Arms","SZA","SOS [Explicit]","My Likes","Playlist","USRC12204602","B0BNY1ZXLM"
"Counting Stars","OneRepublic","Native (Standard)","My Likes","Playlist","USUM71301306","B073PBW2PH"
"Strangers","Kenya Grace","The After Taste [Explicit]","My Likes","Playlist","USWB12305048","B0CY3G1FF7"
"Earned It (Fifty Shades Of Grey) (From The ""Fifty Shades Of Grey"" Soundtrack)","The Weeknd","Fifty Shades Of Grey (Original Motion Picture Soundtrack)","My Likes","Playlist","USUG11401951","B073SF31NW"
"Aperture","Harry Styles","Kiss All The Time. Disco, Occasionally.","My Likes","Playlist","USSM12600096","B0GJ6XNGY3"
"this is what winter feels like","JVKE","this is what winter feels like","My Likes","Playlist","QM4TW2408705","B0CRMJDPBG"
"Callin' U (Tamally Maak)","Elyanna","WOLEDTO","My Likes","Playlist","USA2P2416654","B0CYKDRNC1"
"thank u, next [Explicit]","Ariana Grande","thank u, next [Explicit]","My Likes","Playlist","USUM71819361","B07N31C1CB"
"FEVER DREAM","Alex Warren","FEVER DREAM","My Likes","Playlist","USAT22600670","B0GQ2Z4ZR5"
"Diet Pepsi","Addison Rae","Addison [Explicit]","My Likes","Playlist","USSM12405456","B0F63S8B7X"
"DtMF [Explicit]","Bad Bunny","DeBÍ TiRAR MáS FOToS [Explicit]","My Likes","Playlist","QMFMF2447070","B0DR9C8KVW"
"MONACO [Explicit]","Bad Bunny","nadie sabe lo que va a pasar mañana [Explicit]","My Likes","Playlist","QMFME2364182","B0CKY374W9"
"Tití Me Preguntó [Explicit]","Bad Bunny","Un Verano Sin Ti [Explicit]","My Likes","Playlist","QM6MZ2214878","B09ZL891KL"
"Die For Me [Explicit]","ZAYN","KONNAKOL [Explicit]","My Likes","Playlist","USUG12600847","B0GKB5FFM4"
"Save Your Tears (Remix)","The Weeknd","Save Your Tears (Remix)","My Likes","Playlist","USUG12101839","B092XNPXPN"
"End of Beginning","Djo","DECIDE [Explicit]","My Likes","Playlist","GBKPL2205058","B0B5HLWPS4"
"One Right Now [Explicit]","Post Malone","Twelve Carat Toothache (Deluxe) [Explicit]","My Likes","Playlist","USUM72120404","B0B3CDRTLY"
"Sogasu Chudatharama (From ""Telusu Kada"")","Thaman S","Sogasu Chudatharama (From ""Telusu Kada"")","My Likes","Playlist","INT102501510","B0FS822N6X"
"WALKING AWAY [Explicit]","Justin Bieber","SWAG [Explicit]","My Likes","Playlist","USUG12506179","B0FH9XG5DT"
"Naal Nachna","Shashwat Sachdev","Dhurandhar","My Likes","Playlist","INH102507151","B0G599VB1Z"
"Gehra Hua","Shashwat Sachdev","Dhurandhar","My Likes","Playlist","INH102506955","B0G59BMVJY"
"Raje Yuvaraje (From ""The Rajasaab"") - Telugu","Thaman S","Raje Yuvaraje (From ""The Rajasaab"") - Telugu","My Likes","Playlist","INS182504702","B0GDGTNX88"
"Collide (feat. Tyga) [Explicit]","Justine Skye","Collide (Remix Pack) [Explicit]","My Likes","Playlist","USAT21403439","B09Y9K2PYT"
"Love Me Harder","Ariana Grande","The Highlights (Deluxe) [Explicit]","My Likes","Playlist","USUM71409728","B0CV9BRD5W"
"Popular [feat. Playboi Carti] [Explicit]","The Weeknd","The Highlights (Deluxe) [Explicit]","My Likes","Playlist","USUG12303876","B0CV9F4ZXH"
"Save Your Tears [Explicit]","The Weeknd","The Highlights (Deluxe) [Explicit]","My Likes","Playlist","USUG12000658","B0CV9QB7SC"
"F1","Hans Zimmer","F1® The Movie (Original Score By Hans Zimmer)","My Likes","Playlist","USAT22504128","B0FG9VCQYQ"
"Sahana Sahana (From ""The Rajasaab"") [Telugu]","Thaman S","Sahana Sahana (From ""The Rajasaab"") [Telugu]","My Likes","Playlist","INS182504522","B0G81HC5VL"
"One Of The Girls","The Weeknd","The Highlights (Deluxe) [Explicit]","My Likes","Playlist","USUG12303881","B0CV9N2PXC"
"The Abyss","The Weeknd","Hurry Up Tomorrow [Explicit]","My Likes","Playlist","USUG12501144","B0DVKPH82Y"
"Blinding Lights","The Weeknd","The Highlights (Deluxe) [Explicit]","My Likes","Playlist","USUG11904206","B0CV9JP7RX"
"Niagara Falls [Explicit]","The Weeknd","Hurry Up Tomorrow [Explicit]","My Likes","Playlist","USUG12501139","B0DVKL4VGK"
"Unforgettable [Explicit]","French Montana","R&B Summer Vibes [Explicit]","My Likes","Playlist","USSM11703478","B094MT52N2"
"Hold On, We're Going Home (Album Version)","Drake","Nothing Was The Same (Deluxe) [Explicit]","My Likes","Playlist","USCM51300762","B073PV4CKB"
"Please Me [Explicit]","Cardi B","Please Me [Explicit]","My Likes","Playlist","USAT21811659","B07NQTVCFR"
"A Sky Full of Stars","Coldplay","Ghost Stories","My Likes","Playlist","GBAYE1400226","B07VXXKB84"
"Creepin' [Explicit]","Metro Boomin","HEROES & VILLAINS [Explicit]","My Likes","Playlist","USUG12208791","B0BNQYHCX9"
"24K Magic [Explicit]","Bruno Mars","24K Magic","My Likes","Playlist","USAT21602945","B07VWC8N59"
"Nadhive (From ""The Girlfriend"")","Hesham Abdul Wahab","Nadhive (From ""The Girlfriend"")","My Likes","Playlist","INS182502808","B0FHQ5C1JW"
